 | Origin Time (GMT)     | Status    |cnt |Mag  |TypeMag |cnt | Lat     | Lon      | Depth  | Remarks
 | 2013-02-08 14:11:20.7 | manual      | 25 | 4.9 | mb     | 25 | 10.98 S | 163.62 E | 283 km | Solomon Islands                     
 | 2013-02-08 12:34:05.2 | manual      | 14 | 4.7 | mb     | 9  | 1.30 N  | 126.53 E | 29 km  | Northern Molucca Sea                
 | 2013-02-08 11:14:07.4 | manual      | 11 | 6.3 | Mw(mB) | 11 | 10.47 S | 154.95 E | 226 km | D'Entrecasteaux Islands Region      
 | 2013-02-08 11:12:49.1 | manual      | 13 | 6.4 | Mw(mB) | 13 | 11.98 S | 163.58 E | 179 km | Solomon Islands                     
 | 2013-02-08 08:03:58.8 | manual      | 9  | 5.3 | mb     | 9  | 10.64 S | 165.19 E | 200 km | Santa Cruz Islands                  
 | 2013-02-08 05:45:49.5 | manual      | 6  | 3.5 | MLv    | 4  | 4.01 S  | 119.92 E | 23 km  | Sulawesi, Indonesia                 
 | 2013-02-08 01:07:58.9 | manual      | 7  | 4.2 | MLv    | 5  | 9.17 S  | 110.48 E | 11 km  | South of Java, Indonesia            
 | 2013-02-08 00:13:14.9 | manual      | 10 | 5.3 | mb     | 10 | 11.80 S | 165.32 E | 159 km | Santa Cruz Islands                  
 | 2013-02-07 21:38:22.2 | manual      | 40 | 5.3 | mb     | 38 | 4.20 S  | 143.47 E | 100 km | New Guinea, Papua New Guinea        
 | 2013-02-07 20:52:44.3 | manual      | 8  | 3.1 | MLv    | 8  | 0.19 N  | 123.90 E | 28 km  | Minahassa Peninsula, Sulawesi       
 | 2013-02-07 20:41:37.9 | manual      | 15 | 4.8 | MLv    | 15 | 0.33 S  | 124.39 E | 39 km  | Southern Molucca Sea                
 | 2013-02-07 19:48:24.8 | manual      | 27 | 5.4 | mb     | 27 | 10.74 S | 165.67 E | 49 km  | Santa Cruz Islands                  
 | 2013-02-07 18:59:13.1 | manual      | 32 | 6.5 | Mw(mB) | 32 | 10.96 S | 166.12 E | 10 km  | Santa Cruz Islands                  
 | 2013-02-07 17:49:47.3 | manual      | 9  | 4.9 | mb     | 9  | 11.60 S | 165.85 E | 10 km  | Santa Cruz Islands                  
 | 2013-02-07 15:37:57.8 | manual      | 10 | 3.9 | MLv    | 10 | 9.57 S  | 112.81 E | 16 km  | South of Java, Indonesia            
 | 2013-02-07 09:01:35.6 | manual      | 11 | 4.5 | mb     | 5  | 0.47 N  | 122.36 E | 103 km | Minahassa Peninsula, Sulawesi       
 | 2013-02-07 08:03:53.3 | manual      | 19 | 5.6 | mb     | 19 | 10.80 S | 164.41 E | 95 km  | Santa Cruz Islands Region           
 | 2013-02-07 07:21:05.9 | manual      | 22 | 5.0 | mb     | 22 | 16.69 S | 175.26 W | 621 km | Tonga Islands                       
 | 2013-02-07 07:11:52.3 | manual      | 9  | 4.5 | mb     | 9  | 12.64 S | 168.71 E | 675 km | Santa Cruz Islands Region           
 | 2013-02-07 00:41:35.5 | manual      | 11 | 5.3 | mb     | 10 | 1.88 N  | 99.71 E  | 14 km  | Northern Sumatra, Indonesia         
 | 2013-02-07 00:30:14.1 | manual      | 33 | 6.6 | Mw(mB) | 28 | 11.37 S | 164.56 E | 15 km  | Santa Cruz Islands Region           
 | 2013-02-06 22:20:05.5 | manual      | 14 | 5.3 | mb     | 14 | 11.15 S | 167.18 E | 10 km  | Santa Cruz Islands                  
 | 2013-02-06 22:12:12.1 | manual      | 35 | 5.5 | mb     | 34 | 1.61 S  | 99.32 E  | 21 km  | Southern Sumatra, Indonesia         
 | 2013-02-06 12:44:34.3 | manual      | 33 | 5.6 | mb     | 30 | 11.32 S | 164.90 E | 15 km  | Santa Cruz Islands Region           
 | 2013-02-06 12:32:05.9 | manual      | 18 | 5.0 | mb     | 17 | 1.57 S  | 146.68 E | 76 km  | Admiralty Islands Region, P.N.G.    
 | 2013-02-06 11:56:23.5 | manual      | 16 | 4.9 | mb     | 15 | 12.18 S | 151.94 E | 494 km | D'Entrecasteaux Islands Region      
 | 2013-02-06 11:53:57.6 | automatic   | 10 | 5.7 | mb     | 10 | 11.39 S | 165.60 E | 10 km  | Santa Cruz Islands                  
 | 2013-02-06 11:03:52.4 | manual      | 17 | 5.8 | mb     | 17 | 10.58 S | 164.43 E | 10 km  | Santa Cruz Islands Region           
 | 2013-02-06 10:36:37.3 | automatic   | 17 | 5.1 | mb     | 17 | 11.00 S | 144.89 E | 402 km | Coral Sea                           
 | 2013-02-06 10:33:32.4 | manual      | 43 | 5.4 | mb     | 42 | 10.43 S | 165.01 E | 172 km | Santa Cruz Islands                  
 | 2013-02-06 10:20:40.2 | manual      | 27 | 5.5 | mb     | 27 | 10.75 S | 165.11 E | 41 km  | Santa Cruz Islands                  
 | 2013-02-06 09:02:26.3 | manual      | 10 | 4.3 | MLv    | 10 | 0.91 N  | 126.43 E | 97 km  | Northern Molucca Sea                
 | 2013-02-06 06:57:41.7 | automatic   | 10 | 5.5 | mb     | 10 | 14.92 S | 134.14 E | 10 km  | Northern Territory, Australia       
 | 2013-02-06 06:53:04.1 | manual      | 25 | 5.6 | mb     | 24 | 10.66 S | 167.14 E | 10 km  | Santa Cruz Islands                  
 | 2013-02-06 06:36:03.6 | manual      | 24 | 5.3 | mb     | 24 | 11.38 S | 161.69 E | 221 km | Solomon Islands                     
 | 2013-02-06 03:50:31.1 | manual      | 18 | 5.3 | mb     | 18 | 10.91 S | 162.53 E | 217 km | Solomon Islands                     
 | 2013-02-06 03:28:59.2 | manual      | 11 | 5.5 | mb     | 11 | 10.86 S | 165.27 E | 38 km  | Santa Cruz Islands                  
 | 2013-02-06 03:00:54.3 | manual      | 13 | 5.5 | mb     | 12 | 14.14 S | 146.82 E | 98 km  | Queensland, Australia               
 | 2013-02-06 02:30:47.8 | automatic   | 10 | 6.7 | mb     | 9  | 10.87 S | 165.14 E | 10 km  | Santa Cruz Islands                  
 | 2013-02-06 02:07:06.3 | automatic   | 16 | 6.5 | mb     | 15 | 12.73 S | 159.72 E | 10 km  | Solomon Islands                     
 | 2013-02-06 01:55:42.9 | manual      | 16 | 6.0 | mb     | 16 | 10.71 S | 160.17 E | 505 km | Solomon Islands                     
 | 2013-02-06 01:49:12.1 | manual      | 30 | 5.2 | mb     | 28 | 11.31 S | 166.07 E | 304 km | Santa Cruz Islands                  
 | 2013-02-06 01:48:30.8 | manual      | 7  | 5.8 | mb     | 7  | 11.90 S | 167.43 E | 10 km  | Santa Cruz Islands                  
 | 2013-02-06 01:31:22.5 | manual      | 10 | 4.8 | MLv    | 10 | 9.21 S  | 115.84 E | 360 km | South of Bali, Indonesia            
 | 2013-02-06 01:23:23.5 | manual      | 32 | 6.4 | mb     | 32 | 11.28 S | 164.86 E | 10 km  | Santa Cruz Islands Region           
 | 2013-02-06 01:15:09.2 | automatic   | 15 | 6.4 | Mw(mB) | 15 | 12.52 S | 148.57 E | 365 km | Coral Sea                           
 | 2013-02-06 01:00:51.2 | manual      | 9  | 4.6 | mb     | 4  | 3.75 S  | 134.84 E | 211 km | Irian Jaya Region, Indonesia        
 | 2013-02-06 00:07:20.9 | manual      | 35 | 6.0 | Mw(mB) | 32 | 10.97 S | 165.23 E | 10 km  | Santa Cruz Islands                  
 | 2013-02-05 23:08:07.6 | manual      | 6  | 3.4 | MLv    | 6  | 1.76 N  | 121.17 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2013-02-05 22:01:17.2 | manual      | 4  | 2.8 | MLv    | 4  | 3.84 S  | 120.05 E | 10 km  | Sulawesi, Indonesia                 
 | 2013-02-05 19:55:34.4 | manual      | 5  | 3.9 | MLv    | 5  | 1.01 N  | 126.06 E | 10 km  | Northern Molucca Sea                
 | 2013-02-05 18:11:56.4 | manual      | 6  | 3.7 | MLv    | 5  | 8.95 S  | 124.08 E | 60 km  | Timor Region                        
 | 2013-02-05 17:41:31.1 | manual      | 5  | 3.6 | MLv    | 4  | 0.13 N  | 126.37 E | 10 km  | Northern Molucca Sea                
 | 2013-02-05 16:44:13.5 | manual      | 9  | 4.3 | MLv    | 7  | 0.78 N  | 126.08 E | 10 km  | Northern Molucca Sea                
 | 2013-02-05 15:52:59.5 | manual      | 7  | 4.4 | MLv    | 7  | 3.35 N  | 126.66 E | 10 km  | Talaud Islands, Indonesia           
 | 2013-02-05 12:01:55.6 | manual      | 10 | 3.8 | MLv    | 5  | 9.14 S  | 110.99 E | 10 km  | South of Java, Indonesia            
 | 2013-02-05 11:32:11.9 | manual      | 9  | 3.4 | MLv    | 9  | 0.87 S  | 120.06 E | 19 km  | Minahassa Peninsula, Sulawesi       
 | 2013-02-05 00:17:47.7 | manual      | 13 | 4.5 | MLv    | 13 | 0.97 N  | 120.57 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2013-02-04 09:33:18.3 | manual      | 14 | 4.3 | MLv    | 10 | 0.68 N  | 126.33 E | 15 km  | Northern Molucca Sea                
 | 2013-02-04 08:58:39.3 | manual      | 7  | 3.4 | MLv    | 4  | 8.82 S  | 111.13 E | 36 km  | Java, Indonesia                     
 | 2013-02-04 08:29:35.8 | manual      | 6  | 3.9 | MLv    | 4  | 1.34 N  | 126.43 E | 114 km | Northern Molucca Sea                
 | 2013-02-04 08:23:05.2 | manual      | 4  | 3.9 | MLv    | 4  | 1.83 S  | 133.03 E | 16 km  | Irian Jaya Region, Indonesia        
 | 2013-02-04 01:20:21.6 | manual      | 18 | 4.9 | mb     | 14 | 5.49 S  | 131.14 E | 10 km  | Banda Sea                           
 | 2013-02-03 22:56:08.5 | automatic   | 24 | 5.5 | mb     | 24 | 30.25 N | 142.71 E | 72 km  | Southeast of Honshu, Japan          
 | 2013-02-03 21:46:08.5 | manual      | 5  | 3.4 | MLv    | 5  | 0.13 S  | 123.18 E | 194 km | Minahassa Peninsula, Sulawesi       
 | 2013-02-03 20:14:29.2 | manual      | 6  | 2.3 | MLv    | 6  | 8.11 S  | 111.75 E | 26 km  | Java, Indonesia                     
 | 2013-02-03 18:23:46.3 | manual      | 5  | 3.4 | MLv    | 5  | 0.72 S  | 131.67 E | 60 km  | Irian Jaya Region, Indonesia        
 | 2013-02-03 15:42:43.3 | manual      | 5  | 3.0 | MLv    | 5  | 0.36 S  | 119.45 E | 163 km | Minahassa Peninsula, Sulawesi       
 | 2013-02-03 11:53:18.7 | manual      | 5  | 2.9 | MLv    | 5  | 8.30 S  | 111.24 E | 6 km   | Java, Indonesia                     
 | 2013-02-03 11:37:36.2 | manual      | 5  | 2.9 | MLv    | 5  | 8.14 S  | 111.43 E | 30 km  | Java, Indonesia                     
 | 2013-02-03 11:15:04.2 | manual      | 35 | 5.4 | mb     | 35 | 5.27 S  | 153.10 E | 113 km | New Ireland Region, P.N.G.          
 | 2013-02-03 10:35:37.5 | manual      | 7  | 3.6 | MLv    | 5  | 8.44 S  | 110.04 E | 19 km  | Java, Indonesia                     
 | 2013-02-03 06:20:53.2 | manual      | 10 | 5.4 | MLv    | 9  | 6.57 S  | 130.11 E | 135 km | Banda Sea                           
 | 2013-02-03 06:19:41.5 | manual      | 5  | 6.1 | mb     | 5  | 11.21 S | 120.36 E | 0 km   | South of Sumba, Indonesia           
 | 2013-02-03 00:02:25.3 | manual      | 5  | 3.1 | MLv    | 4  | 7.28 S  | 111.02 E | 0 km   | Java, Indonesia                     
 | 2013-02-02 23:59:34.5 | manual      | 4  | 5.6 | mb     | 4  | 20.08 S | 115.99 E | 0 km   | Western Australia                   
 | 2013-02-02 21:20:32.8 | manual      | 11 | 5.2 | mb     | 11 | 11.82 S | 165.85 E | 10 km  | Santa Cruz Islands                  
 | 2013-02-02 18:58:08.8 | manual      | 13 | 5.5 | mb     | 13 | 11.15 S | 165.48 E | 10 km  | Santa Cruz Islands                  
 | 2013-02-02 18:31:44.5 | manual      | 30 | 5.4 | mb     | 30 | 29.79 N | 142.33 E | 164 km | Southeast of Honshu, Japan          
 | 2013-02-02 14:18:06.8 | manual      | 41 | 6.1 | Mw(mB) | 40 | 41.58 N | 142.81 E | 354 km | Hokkaido, Japan Region              
 | 2013-02-02 13:10:14.3 | manual      | 7  | 4.0 | MLv    | 6  | 8.09 S  | 122.52 E | 191 km | Flores Region, Indonesia            
 | 2013-02-02 11:54:00.5 | manual      | 11 | 4.8 | MLv    | 9  | 9.86 S  | 112.79 E | 10 km  | South of Java, Indonesia            
 | 2013-02-02 10:23:17.8 | manual      | 10 | 3.9 | MLv    | 10 | 9.38 S  | 112.69 E | 10 km  | South of Java, Indonesia            
 | 2013-02-02 10:21:47.9 | manual      | 7  | 3.6 | MLv    | 7  | 0.81 S  | 122.23 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2013-02-02 10:17:15.2 | manual      | 10 | 3.6 | MLv    | 10 | 8.77 S  | 113.15 E | 180 km | Java, Indonesia                     
 | 2013-02-02 07:21:22.8 | manual      | 17 | 4.9 | mb     | 14 | 6.54 S  | 130.05 E | 144 km | Banda Sea                           
 | 2013-02-02 04:16:22.1 | manual      | 37 | 5.4 | mb     | 37 | 10.97 S | 165.45 E | 79 km  | Santa Cruz Islands                  
 | 2013-02-02 03:47:03.1 | manual      | 11 | 3.9 | MLv    | 11 | 9.44 S  | 112.85 E | 4 km   | South of Java, Indonesia            
 | 2013-02-02 02:43:35.1 | manual      | 5  | 3.3 | MLv    | 4  | 9.21 S  | 116.05 E | 2 km   | Sumbawa Region, Indonesia           
 | 2013-02-02 01:19:39.2 | manual      | 37 | 5.3 | mb     | 37 | 7.47 S  | 105.49 E | 69 km  | Java, Indonesia                     
 | 2013-02-01 23:10:47.9 | manual      | 6  | 2.8 | MLv    | 4  | 1.23 S  | 119.28 E | 10 km  | Sulawesi, Indonesia                 
 | 2013-02-01 22:18:41.1 | manual      | 12 | 4.9 | mb     | 12 | 13.23 S | 156.27 E | 655 km | South of Solomon Islands            
 | 2013-02-01 22:16:38.8 | manual      | 12 | 6.5 | Mw(mB) | 12 | 11.16 S | 164.99 E | 10 km  | Santa Cruz Islands Region           
 | 2013-02-01 17:08:27.8 | manual      | 16 | 4.6 | MLv    | 13 | 0.02 S  | 123.08 E | 74 km  | Minahassa Peninsula, Sulawesi       
 | 2013-02-01 14:40:29.9 | manual      | 7  | 4.1 | MLv    | 7  | 2.43 N  | 126.93 E | 10 km  | Northern Molucca Sea                
 | 2013-02-01 14:32:58.5 | manual      | 5  | 3.0 | MLv    | 5  | 7.65 S  | 111.11 E | 0 km   | Java, Indonesia                     
 | 2013-02-01 10:38:50.3 | manual      | 19 | 5.5 | mb     | 19 | 26.67 S | 176.09 W | 10 km  | South of Fiji Islands               
 | 2013-02-01 05:37:50.6 | manual      | 20 | 4.9 | mb     | 20 | 12.06 S | 161.40 E | 377 km | Solomon Islands                     
 | 2013-02-01 04:32:41.1 | manual      | 6  | 3.8 | MLv    | 5  | 1.01 N  | 119.86 E | 48 km  | Celebes Sea                         
 | 2013-02-01 03:58:01.7 | manual      | 4  | 3.9 | MLv    | 4  | 6.41 S  | 120.72 E | 10 km  | Flores Sea                          
 | 2013-02-01 02:17:33.9 | manual      | 28 | 5.4 | mb     | 28 | 7.27 S  | 147.64 E | 65 km  | Eastern New Guinea Reg., P.N.G.     
 | 2013-02-01 02:02:19.1 | manual      | 6  | 3.2 | MLv    | 6  | 1.13 S  | 119.75 E | 10 km  | Sulawesi, Indonesia                 
 | 2013-02-01 00:47:28.1 | manual      | 4  | 2.3 | MLv    | 4  | 8.43 S  | 115.52 E | 23 km  | Bali Region, Indonesia              
 | 2013-01-31 22:31:01.2 | manual      | 5  | 3.0 | MLv    | 4  | 0.37 N  | 122.05 E | 172 km | Minahassa Peninsula, Sulawesi       
 | 2013-01-31 21:50:14.1 | manual      | 11 | 3.9 | MLv    | 10 | 0.04 S  | 126.61 E | 19 km  | Southern Molucca Sea                
 | 2013-01-31 17:14:16.5 | manual      | 15 | 4.7 | mb     | 15 | 13.82 N | 120.84 E | 212 km | Mindoro, Philippines                
 | 2013-01-31 17:14:07.7 | manual      | 9  | 4.1 | MLv    | 8  | 1.18 N  | 126.34 E | 10 km  | Northern Molucca Sea                
 | 2013-01-31 15:07:32.4 | manual      | 4  | 3.3 | MLv    | 4  | 2.50 S  | 121.71 E | 33 km  | Sulawesi, Indonesia                 
 | 2013-01-31 12:32:29.2 | manual      | 6  | 4.6 | MLv    | 6  | 3.39 N  | 126.88 E | 31 km  | Talaud Islands, Indonesia           
 | 2013-01-31 12:10:54.1 | manual      | 6  | 4.8 | MLv    | 6  | 3.55 S  | 138.48 E | 106 km | Irian Jaya, Indonesia               
 | 2013-01-31 08:02:56.1 | manual      | 6  | 3.6 | MLv    | 5  | 0.71 S  | 122.28 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2013-01-31 04:48:24.4 | manual      | 6  | 4.8 | MLv    | 4  | 6.00 S  | 132.96 E | 297 km | Aru Islands Region, Indonesia       
 | 2013-01-31 03:58:24.7 | manual      | 24 | 4.9 | mb     | 24 | 11.71 S | 169.03 E | 523 km | Santa Cruz Islands Region           
 | 2013-01-31 03:36:11.1 | automatic   | 12 | 5.4 | mb     | 12 | 10.49 S | 149.37 E | 10 km  | Eastern New Guinea Reg., P.N.G.     
 | 2013-01-31 03:33:54.8 | manual      | 38 | 6.1 | Mw(mB) | 32 | 10.80 S | 166.31 E | 86 km  | Santa Cruz Islands                  
 | 2013-01-30 23:03:45.3 | manual      | 40 | 6.1 | Mw(mB) | 32 | 10.84 S | 166.99 E | 71 km  | Santa Cruz Islands                  
 | 2013-01-30 20:26:08.7 | manual      | 15 | 4.1 | MLv    | 12 | 0.53 N  | 124.99 E | 73 km  | Minahassa Peninsula, Sulawesi       
 | 2013-01-30 16:01:28.7 | manual      | 13 | 4.2 | MLv    | 10 | 7.20 S  | 123.33 E | 583 km | Banda Sea                           
 | 2013-01-30 13:18:43.4 | manual      | 5  | 4.9 | MLv    | 5  | 4.44 N  | 127.04 E | 48 km  | Talaud Islands, Indonesia           
 | 2013-01-30 12:58:04.4 | manual      | 21 | 5.1 | mb     | 20 | 9.27 N  | 126.99 E | 55 km  | Mindanao, Philippines               
 | 2013-01-30 11:52:39.4 | manual      | 6  | 4.4 | MLv    | 6  | 3.70 S  | 128.11 E | 18 km  | Seram, Indonesia                    
 | 2013-01-30 09:00:23.1 | manual      | 7  | 3.3 | MLv    | 7  | 1.14 S  | 120.26 E | 10 km  | Sulawesi, Indonesia                 
 | 2013-01-30 02:32:33.4 | manual      | 14 | 5.1 | mb     | 13 | 9.56 N  | 127.08 E | 137 km | Philippine Islands Region           
 | 2013-01-29 23:14:06.4 | manual      | 6  | 3.1 | MLv    | 5  | 2.48 S  | 121.16 E | 20 km  | Sulawesi, Indonesia                 
 | 2013-01-29 17:34:54.9 | manual      | 5  | 3.7 | MLv    | 5  | 1.68 S  | 134.39 E | 10 km  | Irian Jaya Region, Indonesia        
 | 2013-01-29 07:54:51.4 | manual      | 7  | 4.1 | MLv    | 7  | 0.76 S  | 134.15 E | 8 km   | Irian Jaya Region, Indonesia        
 | 2013-01-29 03:16:40.6 | manual      | 20 | 5.1 | MLv    | 17 | 0.20 S  | 123.00 E | 100 km | Minahassa Peninsula, Sulawesi       
 | 2013-01-29 01:22:30.2 | manual      | 4  | 4.3 | MLv    | 4  | 1.16 S  | 126.50 E | 0 km   | Southern Molucca Sea                
 | 2013-01-29 01:13:16.5 | manual      | 5  | 3.8 | MLv    | 4  | 2.38 S  | 133.77 E | 30 km  | Irian Jaya Region, Indonesia        
 | 2013-01-28 16:44:16.1 | automatic   | 21 | 5.1 | mb     | 21 | 12.59 N | 105.79 E | 119 km | Cambodia                            
 | 2013-01-28 16:39:47.8 | manual      | 51 | 5.4 | Mw(mB) | 44 | 41.56 N | 82.42 E  | 394 km | Southern Xinjiang, China            
 | 2013-01-28 12:11:31.5 | manual      | 5  | 2.8 | MLv    | 5  | 2.68 S  | 118.83 E | 31 km  | Sulawesi, Indonesia                 
 | 2013-01-28 11:55:04.6 | manual      | 8  | 3.4 | MLv    | 8  | 2.45 S  | 121.21 E | 10 km  | Sulawesi, Indonesia                 
 | 2013-01-28 05:57:39.4 | manual      | 7  | 2.8 | MLv    | 7  | 6.77 S  | 112.56 E | 10 km  | Java, Indonesia                     
 | 2013-01-27 09:59:29.1 | manual      | 11 | 5.9 | mb     | 11 | 16.18 S | 173.25 W | 10 km  | Tonga Islands                       
 | 2013-01-27 04:05:46.5 | automatic   | 20 | 5.0 | mb     | 19 | 5.28 S  | 102.73 E | 96 km  | Southern Sumatra, Indonesia         
 | 2013-01-27 00:27:16.8 | manual      | 28 | 5.1 | mb     | 23 | 9.75 S  | 121.91 E | 10 km  | Savu Sea                            
 | 2013-01-27 00:14:19.5 | manual      | 5  | 4.7 | MLv    | 5  | 1.97 S  | 140.25 E | 10 km  | Irian Jaya Region, Indonesia        
 | 2013-01-26 17:31:15.9 | manual      | 20 | 5.2 | mb     | 16 | 5.40 N  | 127.06 E | 62 km  | Philippine Islands Region           
 | 2013-01-26 14:13:25.6 | manual      | 16 | 4.4 | MLv    | 12 | 9.19 S  | 113.16 E | 27 km  | South of Java, Indonesia            
 | 2013-01-26 14:10:01.5 | manual      | 8  | 4.2 | MLv    | 5  | 1.72 N  | 121.88 E | 33 km  | Minahassa Peninsula, Sulawesi       
 | 2013-01-26 13:39:17.8 | manual      | 10 | 4.9 | mb     | 7  | 4.34 N  | 127.32 E | 109 km | Talaud Islands, Indonesia           
 | 2013-01-26 11:01:47.3 | manual      | 11 | 5.2 | mb     | 10 | 6.00 S  | 149.45 E | 64 km  | New Britain Region, P.N.G.          
 | 2013-01-25 22:21:23.3 | manual      | 7  | 4.9 | MLv    | 5  | 6.81 N  | 124.05 E | 15 km  | Mindanao, Philippines               
 | 2013-01-24 21:09:44.4 | manual      | 6  | 4.4 | mb     | 5  | 7.29 S  | 130.00 E | 188 km | Tanimbar Islands Reg., Indonesia    
 | 2013-01-24 14:47:50.8 | manual      | 13 | 4.8 | mb     | 11 | 6.22 S  | 130.25 E | 188 km | Banda Sea                           
 | 2013-01-24 14:46:07.6 | manual      | 6  | 2.5 | MLv    | 6  | 4.05 S  | 119.99 E | 16 km  | Sulawesi, Indonesia                 
 | 2013-01-24 13:28:06.3 | manual      | 10 | 4.2 | MLv    | 7  | 8.10 S  | 122.03 E | 207 km | Flores Region, Indonesia            
 | 2013-01-24 09:35:54.8 | manual      | 30 | 4.9 | mb     | 19 | 4.38 S  | 122.93 E | 618 km | Sulawesi, Indonesia                 
 | 2013-01-23 19:23:22.2 | manual      | 10 | 4.2 | MLv    | 7  | 0.46 S  | 119.76 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2013-01-23 17:05:17.4 | manual      | 19 | 5.3 | mb     | 14 | 3.47 S  | 136.42 E | 10 km  | Irian Jaya, Indonesia               
 | 2013-01-23 13:03:41.3 | manual      | 5  | 3.5 | MLv    | 5  | 1.25 S  | 119.38 E | 10 km  | Sulawesi, Indonesia                 
 | 2013-01-23 12:31:11.6 | manual      | 11 | 4.0 | MLv    | 7  | 1.34 S  | 119.41 E | 10 km  | Sulawesi, Indonesia                 
 | 2013-01-23 09:51:30.5 | manual      | 21 | 5.1 | mb     | 12 | 9.72 S  | 119.16 E | 50 km  | Sumba Region, Indonesia             
 | 2013-01-23 08:22:58.9 | manual      | 27 | 5.1 | mb     | 19 | 2.77 S  | 130.16 E | 10 km  | Seram, Indonesia                    
 | 2013-01-22 17:58:23.9 | manual      | 14 | 4.4 | MLv    | 11 | 1.31 S  | 119.44 E | 10 km  | Sulawesi, Indonesia                 
 | 2013-01-22 16:29:58.6 | manual      | 14 | 3.9 | MLv    | 11 | 1.40 S  | 123.40 E | 10 km  | Sulawesi, Indonesia                 
 | 2013-01-22 15:10:04.7 | manual      | 21 | 4.9 | mb     | 21 | 35.97 N | 69.08 E  | 462 km | Hindu Kush Region, Afghanistan      
 | 2013-01-22 13:29:32.2 | manual      | 45 | 5.4 | mb     | 43 | 44.92 N | 141.20 E | 376 km | Hokkaido, Japan Region              
 | 2013-01-22 12:48:40.2 | manual      | 5  | 3.9 | MLv    | 5  | 3.19 S  | 131.02 E | 10 km  | Irian Jaya Region, Indonesia        
 | 2013-01-22 09:56:22.1 | manual      | 8  | 4.1 | MLv    | 6  | 0.81 N  | 123.02 E | 198 km | Minahassa Peninsula, Sulawesi       
 | 2013-01-22 09:38:14.2 | manual      | 6  | 4.5 | MLv    | 5  | 3.85 N  | 126.58 E | 253 km | Talaud Islands, Indonesia           
 | 2013-01-22 09:25:06.2 | manual      | 4  | 3.5 | MLv    | 4  | 0.74 N  | 127.31 E | 106 km | Halmahera, Indonesia                
 | 2013-01-21 22:23:19.1 | manual      | 41 | 5.5 | Mw(mB) | 37 | 4.36 N  | 96.95 E  | 179 km | Northern Sumatra, Indonesia         
 | 2013-01-21 21:31:14.7 | manual      | 14 | 4.1 | MLv    | 10 | 0.57 N  | 122.09 E | 89 km  | Minahassa Peninsula, Sulawesi       
 | 2013-01-21 19:27:27.9 | manual      | 14 | 4.9 | mb     | 10 | 5.49 N  | 126.58 E | 66 km  | Mindanao, Philippines               
 | 2013-01-21 18:32:38.6 | manual      | 7  | 4.6 | MLv    | 5  | 0.20 N  | 127.35 E | 111 km | Halmahera, Indonesia                
 | 2013-01-21 18:32:26.7 | manual      | 10 | 5.8 | MLv    | 9  | 4.18 S  | 134.86 E | 12 km  | Irian Jaya Region, Indonesia        
 | 2013-01-21 16:09:21.3 | manual      | 7  | 4.3 | MLv    | 4  | 0.62 N  | 122.60 E | 61 km  | Minahassa Peninsula, Sulawesi       
 | 2013-01-21 04:28:46.2 | manual      | 10 | 3.3 | MLv    | 5  | 1.46 S  | 120.12 E | 10 km  | Sulawesi, Indonesia                 
 | 2013-01-21 03:16:47.1 | manual      | 17 | 5.1 | MLv    | 14 | 0.24 S  | 124.75 E | 10 km  | Southern Molucca Sea                
 | 2013-01-21 00:23:30.4 | manual      | 8  | 4.8 | MLv    | 8  | 6.91 S  | 130.06 E | 249 km | Banda Sea                           
 | 2013-01-20 20:53:53.5 | manual      | 9  | 3.3 | MLv    | 9  | 8.26 S  | 112.94 E | 31 km  | Java, Indonesia                     
 | 2013-01-20 19:20:32.4 | manual      | 8  | 3.1 | MLv    | 4  | 0.02 S  | 123.19 E | 40 km  | Minahassa Peninsula, Sulawesi       
 | 2013-01-20 19:09:43.6 | manual      | 15 | 5.1 | mb     | 12 | 25.37 N | 122.44 E | 136 km | Taiwan Region                       
 | 2013-01-20 19:06:32.3 | manual      | 8  | 5.5 | mb     | 6  | 45.84 N | 115.56 E | 15 km  | Northeastern China                  
 | 2013-01-20 16:33:44.1 | manual      | 6  | 4.0 | MLv    | 5  | 8.83 S  | 111.49 E | 10 km  | Java, Indonesia                     
 | 2013-01-20 10:49:09.4 | manual      | 17 | 5.5 | mb     | 17 | 62.39 N | 141.23 E | 10 km  | Eastern Siberia, Russia             
 | 2013-01-20 07:58:45.2 | manual      | 6  | 4.9 | MLv    | 4  | 6.67 S  | 130.04 E | 138 km | Banda Sea                           
 | 2013-01-20 06:25:07.5 | manual      | 10 | 3.7 | MLv    | 6  | 1.45 S  | 120.09 E | 20 km  | Sulawesi, Indonesia                 
 | 2013-01-19 20:00:27.3 | manual      | 10 | 4.3 | MLv    | 10 | 0.00 S  | 122.27 E | 268 km | Minahassa Peninsula, Sulawesi       
 | 2013-01-19 18:41:24.4 | manual      | 5  | 3.0 | MLv    | 5  | 0.68 N  | 122.07 E | 32 km  | Minahassa Peninsula, Sulawesi       
 | 2013-01-19 17:08:34.5 | manual      | 8  | 4.2 | MLv    | 8  | 5.97 S  | 123.19 E | 10 km  | Banda Sea                           
